unary_node_id,unary_node_time,unary_simp_error,unary_ets_error,simp_span,ets_span,added_span,wrongly_added_span,unary_dist_from_sample_centroid0,unary_simp_dist_from_sample_centroid,unary_ets_dist_from_sample_centroid
1650.0,1.0,1.605484747118514,1.6055502450540373,84465053.0,93033445.0,8568392.0,0.0,21.00013368723717,20.854442923881532,20.836086644916648
1651.0,1.0,1.6046662955164692,1.604578053531821,15534947.0,73712115.0,58177168.0,0.0,21.00013368723717,20.852611195853957,20.865500178662177
1652.0,1.0,1.6069421803753299,1.6075803770567993,63759403.0,100000000.0,36240597.0,0.0,20.980934108727915,20.872487911717062,20.897588707082793
1653.0,1.0,2.009999514904357,2.0097415970079777,96397064.0,100000000.0,3602936.0,0.0,4.201010692143313,3.9511633857009745,3.9672019690677036
1654.0,1.0,2.011812298492731,2.010607700837274,3602936.0,45169252.0,41566316.0,0.0,4.201010692143313,3.8148806339343233,3.8690461023223173
1656.0,1.0,2.6306635598101606,2.6296058926101935,15001107.0,45093677.0,30092570.0,0.0,17.038900877484533,17.052247160220247,17.12985433414001
1657.0,1.0,2.6257018724751133,2.6261549684902983,8678562.0,10098710.0,1420148.0,0.0,17.038900877484533,17.052927297484405,17.051217190415077
1658.0,1.0,2.4048584645428255,2.409731729114465,905043.0,54053560.0,53148517.0,0.0,9.545458046088706,9.590781199840475,9.710770571173388
1659.0,1.0,2.4018659702662495,2.401731678246265,99094957.0,100000000.0,905043.0,0.0,9.545458046088706,9.64830324906485,9.646165098571098
1661.0,1.0,2.5812437479742947,2.580264820790228,67554856.0,100000000.0,32445144.0,0.0,15.582086771933517,15.815974761287096,15.803321823938145
1663.0,1.0,2.0155592861198075,2.014686014695785,9714599.0,33905486.0,24190887.0,0.0,8.587157139279466,8.356095444420168,8.39049409110312
1664.0,1.0,2.0098819122793383,2.0095503225012497,67641073.0,84719184.0,17078111.0,0.0,8.499005837687108,8.204171640335591,8.22828837992294
1666.0,1.0,1.6077850218837157,1.6062234192046405,52355810.0,100000000.0,47644190.0,0.0,21.31364088168869,21.077705775098718,21.183352660139292
1668.0,1.0,1.8748464280488564,1.8756567899502832,26232539.0,39615511.0,13382972.0,0.0,9.04460776789405,9.13217521630981,9.064907858236035
1671.0,1.0,2.6831074703348237,2.6824312810230038,2849192.0,41425056.0,38575864.0,0.0,18.836511692720318,18.79397518155244,18.878932972816333
1672.0,1.0,2.618136999943609,2.617514820336197,25982186.0,78205345.0,52223159.0,0.0,16.9815567898115,16.753126343308743,16.71476652008556
1675.0,1.0,2.0124572949444843,2.011383217401808,17933323.0,26777312.0,8843989.0,0.0,7.512708423548906,7.494689878576089,7.546152126633465
1677.0,1.0,2.0072183449277192,2.0065073798621147,99304413.0,100000000.0,695587.0,0.0,7.457769312515482,7.387888466799525,7.4156427202802115
1679.0,1.0,2.1493454426440355,2.148183687767461,33298788.0,100000000.0,66701212.0,0.0,2.8476075039690816,3.182461981358908,3.2987146424262264
1681.0,1.0,2.489659158908942,2.489507390178037,87818213.0,93985075.0,6166862.0,0.0,12.09443576614978,12.360387020142849,12.346343437307478
1682.0,1.0,2.158704562222811,2.1600836025041175,2047716.0,35893330.0,33845614.0,0.0,3.895697061031245,3.951767243713457,4.156300311519169
1683.0,1.0,2.2111985816057325,2.211551664516192,95236475.0,100000000.0,4763525.0,0.0,4.763996753517718,4.617267656326843,4.598890308109561
1684.0,1.0,2.208177823541509,2.2072226084013162,4763525.0,53321741.0,48558216.0,0.0,4.763996753517718,4.836180225408205,4.905899850460761
1686.0,1.0,2.2181687013574716,2.219312338367526,33806861.0,37269227.0,3462366.0,0.0,4.748202472346902,4.970915275583502,5.024370332430623
1687.0,1.0,1.7461288818188854,1.7459111774650355,12927115.0,22241440.0,9314325.0,0.0,12.733244567077262,12.669117674870854,12.64471964354611
1688.0,1.0,1.748856074065288,1.7487540898884182,77758560.0,84539451.0,6780891.0,0.0,12.733244567077262,12.47049249122168,12.481461662511277
1689.0,1.0,1.7525844998135895,1.7515744512824156,41457012.0,57423729.0,15966717.0,0.0,12.149159964036711,12.580031236444793,12.62239320085217
1690.0,1.0,1.758094601866176,1.758151433165873,98712586.0,100000000.0,1287414.0,0.0,12.149159964036711,12.267844631182045,12.264574669259437
1692.0,1.0,2.153890332233631,2.153463728331719,86663968.0,100000000.0,13336032.0,0.0,2.180506561487259,1.84937216992267,1.8336292016548408
1693.0,1.0,1.6910086684265022,1.6918728244511823,42591122.0,100000000.0,57408878.0,0.0,18.18733586287523,18.32319234342893,18.298422349934892
1694.0,1.0,1.695789518334843,1.6959390092575546,86840532.0,90335923.0,3495391.0,0.0,17.894693603439592,18.348728276258964,18.339423132312806
