node_id,node_time,simp_error,ets_error,simp_span,ets_span,added_span,wrongly_added_span,dist_from_sample_centroid0,simp_dist_from_sample_centroid,ets_dist_from_sample_centroid
1859.0,1.0,0.1567841418003649,0.15646944746436642,77116386.0,82166997.0,5050611.0,5050611.0,117.0506439899855,118.23948050879673,118.22101185076134
1860.0,1.0,0.15604059843329207,0.15586198312277677,95586589.0,100000000.0,4413411.0,4413411.0,117.0506439899855,118.32829826577418,118.35648082820128
1861.0,1.0,0.17009179659458323,0.16924956600364338,18997706.0,37025004.0,18027298.0,18027298.0,118.30419852072198,118.99500582319375,118.62662700484401
1862.0,1.0,0.17364626739613404,0.17434239103777333,16726931.0,80481525.0,63754594.0,63754594.0,118.30419852072198,118.4887595498014,119.25842666347441
1863.0,1.0,0.8313341703214929,0.8314426580843027,90126035.0,90592822.0,466787.0,466787.0,70.65617958204894,71.60613355310736,71.65235724109037
1864.0,1.0,0.257895095433413,0.2584891913502426,2995032.0,18498083.0,15503051.0,15503051.0,115.87226300946466,114.62995035903025,115.03724944071094
1865.0,1.0,0.2562168708592884,0.25593374668009056,33031103.0,86966468.0,53935365.0,53935365.0,115.87226300946466,114.45322885263316,114.4339308031913
1866.0,1.0,0.7989320943213469,0.8008875911388014,35921069.0,84594307.0,48673238.0,48673238.0,65.88021128846965,66.29711866402718,66.60299655934664
1868.0,1.0,0.14324403705144678,0.14230359956985794,63891897.0,100000000.0,36108103.0,36108103.0,114.14906561386549,114.15757312008928,114.35433047552988
1869.0,1.0,0.14561851297057313,0.14528983571338494,65157978.0,70912121.0,5754143.0,5754143.0,113.93344651678152,113.97370494517247,114.03175611850239
1870.0,1.0,0.14739228254806389,0.1448267459948702,34842022.0,91001821.0,56159799.0,56159799.0,113.93344651678152,112.93434767605125,113.22894788518872
1871.0,1.0,0.32277306597565497,0.3257415074024762,11560233.0,42973113.0,31412880.0,31412880.0,128.34052630056826,129.12111502905657,129.60612415032625
1872.0,1.0,0.32073450095339007,0.3204992373612711,88439767.0,97695713.0,9255946.0,9255946.0,128.34052630056826,128.9052403646733,129.01430286366042
1875.0,1.0,0.6814182274147343,0.6803827334290805,62152823.0,100000000.0,37847177.0,37847177.0,48.64402319893344,45.53303895827517,45.36507046509133
1876.0,1.0,0.05173242750755738,0.05234939185567545,26586643.0,100000000.0,73413357.0,73413357.0,62.44771134732263,62.995055935913925,62.59454096601412
1877.0,1.0,0.0643352375652668,0.06454434118793441,76158164.0,100000000.0,23841836.0,23841836.0,60.62376788017135,59.5469490495696,59.462155616560715
1878.0,1.0,0.06182070852917376,0.061839654466616704,23841836.0,53723201.0,29881365.0,29881365.0,60.62376788017135,60.62179970434858,60.09518143349903
1879.0,1.0,0.250046834433417,0.2525515510484686,17827424.0,58526497.0,40699073.0,40699073.0,122.22018440153333,124.07965173110496,125.19633909684774
1880.0,1.0,0.24882910544060083,0.24940191707270434,82172576.0,100000000.0,17827424.0,17827424.0,122.22018440153333,122.32716076476412,122.47352260065614
1882.0,1.0,0.9806816895828001,0.981820494765937,85443977.0,100000000.0,14556023.0,14556023.0,97.68452296699444,96.53736693202289,96.83484229235013
1884.0,1.0,0.2664525889694549,0.2664470972929615,64282121.0,100000000.0,35717879.0,35717879.0,119.13988353368055,116.92529070334723,116.88736255778734
1888.0,1.0,0.11532093652682553,0.11514400002249836,83042072.0,96838426.0,13796354.0,13796354.0,54.755126222552335,54.28411632398734,54.25400752073742
1889.0,1.0,0.11306980509673052,0.11329880402093719,16957928.0,27467692.0,10509764.0,10509764.0,54.755126222552335,54.68468858869042,54.71357889478318
1891.0,1.0,0.9576009569870972,0.9573877738266947,53827889.0,68042542.0,14214653.0,14214653.0,95.27020369575531,93.37592523060218,93.52610253997824
